-14.729	5.32271E6
-14.621	5.32636E6
-14.513	5.32765E6
-14.405	5.32825E6
-14.298	5.32309E6
-14.19	5.32387E6
-14.082	5.33146E6
-13.974	5.32586E6
-13.866	5.32667E6
-13.759	5.32688E6
-13.651	5.3279E6
-13.543	5.32209E6
-13.435	5.32497E6
-13.327	5.3258E6
-13.22	5.32747E6
-13.112	5.32741E6
-13.004	5.32767E6
-12.896	5.32873E6
-12.788	5.32905E6
-12.68	5.32354E6
-12.573	5.3274E6
-12.465	5.32419E6
-12.357	5.32232E6
-12.249	5.32415E6
-12.141	5.32686E6
-12.033	5.32457E6
-11.925	5.32476E6
-11.817	5.32727E6
-11.71	5.32079E6
-11.602	5.32173E6
-11.494	5.32103E6
-11.386	5.32383E6
-11.278	5.32311E6
-11.17	5.32233E6
-11.062	5.32364E6
-10.954	5.32436E6
-10.846	5.31695E6
-10.738	5.32456E6
-10.63	5.32219E6
-10.522	5.32439E6
-10.415	5.3196E6
-10.307	5.31946E6
-10.199	5.32146E6
-10.091	5.31655E6
-9.983	5.31638E6
-9.875	5.31191E6
-9.767	5.30927E6
-9.659	5.30774E6
-9.551	5.29782E6
-9.443	5.28531E6
-9.335	5.26088E6
-9.227	5.20578E6
-9.119	5.05594E6
-9.011	4.80402E6
-8.903	4.72109E6
-8.795	4.97592E6
-8.687	5.16566E6
-8.579	5.24208E6
-8.471	5.26674E6
-8.363	5.28646E6
-8.255	5.29974E6
-8.147	5.30934E6
-8.039	5.31139E6
-7.931	5.31221E6
-7.823	5.31604E6
-7.714	5.31842E6
-7.606	5.31715E6
-7.498	5.3149E6
-7.39	5.31764E6
-7.282	5.31989E6
-7.174	5.3178E6
-7.066	5.31964E6
-6.958	5.32303E6
-6.85	5.31851E6
-6.742	5.32062E6
-6.634	5.31743E6
-6.526	5.31673E6
-6.417	5.31719E6
-6.309	5.31609E6
-6.201	5.31303E6
-6.093	5.30934E6
-5.985	5.30096E6
-5.877	5.29648E6
-5.769	5.28448E6
-5.661	5.2513E6
-5.552	5.17149E6
-5.444	4.98513E6
-5.336	4.8559E6
-5.228	5.02471E6
-5.12	5.19228E6
-5.012	5.25918E6
-4.903	5.28533E6
-4.795	5.29311E6
-4.687	5.31016E6
-4.579	5.30714E6
-4.471	5.31544E6
-4.362	5.3195E6
-4.254	5.3167E6
-4.146	5.31602E6
-4.038	5.31683E6
-3.93	5.31844E6
-3.821	5.32055E6
-3.713	5.32152E6
-3.605	5.31993E6
-3.497	5.32196E6
-3.388	5.32228E6
-3.28	5.31636E6
-3.172	5.32177E6
-3.064	5.31916E6
-2.955	5.31502E6
-2.847	5.31886E6
-2.739	5.3188E6
-2.631	5.31331E6
-2.522	5.3125E6
-2.414	5.30891E6
-2.306	5.29636E6
-2.198	5.27854E6
-2.089	5.21713E6
-1.981	5.09601E6
-1.873	5.08189E6
-1.764	5.20602E6
-1.656	5.27174E6
-1.548	5.29362E6
-1.439	5.30458E6
-1.331	5.30832E6
-1.223	5.31324E6
-1.114	5.31528E6
-1.006	5.31666E6
-0.898	5.31633E6
-0.789	5.31742E6
-0.681	5.31794E6
-0.573	5.31971E6
-0.464	5.32239E6
-0.356	5.32011E6
-0.248	5.32036E6
-0.139	5.31755E6
-0.031	5.31222E6
0.078	5.30887E6
0.186	5.29939E6
0.294	5.28835E6
0.403	5.25156E6
0.511	5.15113E6
0.62	5.0611E6
0.728	5.14292E6
0.836	5.24283E6
0.945	5.28518E6
1.053	5.30291E6
1.162	5.31103E6
1.27	5.3165E6
1.378	5.31615E6
1.487	5.31877E6
1.595	5.31952E6
1.704	5.32254E6
1.812	5.32262E6
1.921	5.32376E6
2.029	5.31668E6
2.138	5.3142E6
2.246	5.32114E6
2.355	5.32194E6
2.463	5.31559E6
2.572	5.32374E6
2.68	5.31454E6
2.789	5.31627E6
2.897	5.32154E6
3.006	5.31432E6
3.114	5.31526E6
3.223	5.31403E6
3.331	5.30616E6
3.44	5.3005E6
3.548	5.29346E6
3.657	5.27346E6
3.765	5.23709E6
3.874	5.12988E6
3.982	4.95686E6
4.091	4.89923E6
4.199	5.06321E6
4.308	5.20918E6
4.417	5.26647E6
4.525	5.28783E6
4.634	5.3E6
4.742	5.30788E6
4.851	5.30945E6
4.959	5.31042E6
5.068	5.31386E6
5.177	5.31608E6
5.285	5.31376E6
5.394	5.3143E6
5.502	5.31853E6
5.611	5.31507E6
5.72	5.31785E6
5.828	5.31137E6
5.937	5.31492E6
6.046	5.31566E6
6.154	5.31495E6
6.263	5.31472E6
6.371	5.31105E6
6.48	5.30435E6
6.589	5.29561E6
6.697	5.28549E6
6.806	5.26554E6
6.915	5.22711E6
7.023	5.12809E6
7.132	4.92117E6
7.241	4.77496E6
7.349	4.84266E6
7.458	5.06413E6
7.567	5.19936E6
7.676	5.25397E6
7.784	5.28682E6
7.893	5.29599E6
8.002	5.30804E6
8.11	5.30717E6
8.219	5.31321E6
8.328	5.31696E6
8.437	5.32061E6
8.545	5.32443E6
8.654	5.32027E6
8.763	5.32173E6
8.872	5.31625E6
8.98	5.32284E6
9.089	5.32299E6
9.198	5.32336E6
9.307	5.32437E6
9.415	5.32167E6
9.524	5.3223E6
9.633	5.3242E6
9.742	5.32057E6
9.851	5.328E6
9.959	5.32664E6
10.068	5.32678E6
10.177	5.32162E6
10.286	5.32255E6
10.395	5.3225E6
10.503	5.32805E6
10.612	5.321E6
10.721	5.32186E6
10.83	5.32682E6
10.939	5.32784E6
11.048	5.32652E6
11.156	5.32247E6
11.265	5.32649E6
11.374	5.32684E6
11.483	5.3272E6
11.592	5.32575E6
11.701	5.32473E6
11.81	5.33046E6
11.918	5.32632E6
12.027	5.3286E6
12.136	5.32933E6
12.245	5.32659E6
12.354	5.32288E6
12.463	5.32429E6
12.572	5.32599E6
12.681	5.32907E6
12.79	5.32744E6
12.899	5.32708E6
