0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	1
111	3
112	8
113	6
114	4
115	6
116	5
117	5
118	5
119	5
120	11
121	4
122	9
123	9
124	4
125	5
126	11
127	10
128	6
129	6
130	3
131	4
132	6
133	5
134	3
135	4
136	7
137	10
138	3
139	7
140	9
141	6
142	6
143	5
144	2
145	3
146	11
147	11
148	9
149	6
150	4
151	9
152	6
153	4
154	8
155	4
156	8
157	11
158	2
159	4
160	5
161	7
162	5
163	6
164	8
165	9
166	5
167	6
168	8
169	6
170	8
171	5
172	4
173	11
174	9
175	5
176	10
177	7
178	7
179	4
180	9
181	6
182	9
183	7
184	9
185	3
186	6
187	8
188	7
189	7
190	9
191	6
192	11
193	6
194	15
195	9
196	6
197	8
198	14
199	13
200	11
201	8
202	6
203	6
204	9
205	6
206	7
207	5
208	4
209	9
210	5
211	8
212	5
213	7
214	4
215	5
216	10
217	8
218	7
219	5
220	2
221	10
222	6
223	6
224	11
225	8
226	8
227	8
228	6
229	14
230	7
231	6
232	1
233	6
234	6
235	5
236	7
237	6
238	10
239	5
240	11
241	6
242	5
243	6
244	8
245	7
246	6
247	7
248	3
249	5
250	4
251	8
252	11
253	6
254	9
255	7
256	9
257	4
258	5
259	5
260	6
261	2
262	7
263	8
264	5
265	5
266	6
267	6
268	5
269	4
270	6
271	5
272	4
273	4
274	2
275	4
276	3
277	5
278	4
279	2
280	6
281	5
282	3
283	2
284	7
285	5
286	9
287	6
288	2
289	1
290	6
291	8
292	6
293	2
294	7
295	2
296	8
297	9
298	6
299	3
300	5
301	9
302	8
303	6
304	4
305	6
306	5
307	4
308	6
309	6
310	4
311	4
312	4
313	2
314	3
315	8
316	5
317	6
318	6
319	14
320	7
321	4
322	5
323	5
324	4
325	6
326	6
327	5
328	11
329	5
330	4
331	7
332	8
333	6
334	6
335	8
336	6
337	4
338	7
339	8
340	10
341	4
342	5
343	12
344	4
345	10
346	7
347	9
348	10
349	7
350	9
351	6
352	4
353	6
354	7
355	4
356	7
357	9
358	6
359	9
360	10
361	5
362	12
363	7
364	6
365	5
366	10
367	8
368	3
369	5
370	9
371	5
372	5
373	9
374	6
375	7
376	9
377	11
378	9
379	7
380	6
381	5
382	4
383	4
384	6
385	7
386	4
387	12
388	6
389	9
390	5
391	2
392	3
393	6
394	12
395	7
396	8
397	8
398	9
399	5
400	6
401	7
402	4
403	4
404	6
405	6
406	7
407	8
408	15
409	8
410	6
411	12
412	8
413	5
414	5
415	11
416	9
417	9
418	5
419	2
420	7
421	4
422	5
423	6
424	8
425	6
426	7
427	4
428	4
429	8
430	11
431	8
432	5
433	6
434	3
435	6
436	2
437	6
438	2
439	7
440	8
441	4
442	12
443	9
444	6
445	6
446	6
447	11
448	7
449	6
450	10
451	7
452	13
453	7
454	9
455	11
456	11
457	9
458	13
459	9
460	7
461	13
462	18
463	10
464	9
465	12
466	6
467	6
468	13
469	12
470	8
471	14
472	8
473	13
474	9
475	17
476	14
477	15
478	12
479	12
480	11
481	23
482	19
483	11
484	14
485	17
486	27
487	30
488	19
489	17
490	25
491	29
492	31
493	22
494	22
495	17
496	19
497	23
498	30
499	31
500	34
501	25
502	31
503	36
504	40
505	58
506	90
507	161
508	293
509	569
510	1050
511	1738
512	3009
513	4805
514	7536
515	11050
516	15693
517	21144
518	27302
519	33479
520	40442
521	45189
522	49954
523	52717
524	54550
525	53653
526	53399
527	51261
528	48361
